District,Year,Week,Week_Start_Date,Week_End_Date,Number_of_Cases,is_imputed,is_reporting_anomaly,rain_sum (mm),precipitation_sum (mm),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),weather_code (wmo code),climate_data_source,Estimated_Population,Source_Type,cases_per_100k
Jaffna,2010,43,2010-10-23,2010-10-29,7.0,False,False,49.0,49.0,80.85714285714286,87.85714285714286,73.14285714285714,29.02857142857143,26.214285714285715,30.87142857142857,33.857142857142854,29.142857142857142,27.4,3.0,observed,566925,interpolated,1.2347312254707412
Jaffna,2010,44,2010-10-30,2010-11-05,4.0,False,False,69.1,69.1,84.42857142857143,91.42857142857144,77.28571428571429,28.042857142857144,25.17142857142857,30.914285714285715,33.2,29.1,26.6,53.0,observed,566925,interpolated,0.705560700268995
Jaffna,2010,45,2010-11-06,2010-11-12,23.0,False,False,28.5,28.5,83.28571428571429,90.14285714285714,76.0,28.014285714285712,25.228571428571428,30.25714285714286,32.3,28.514285714285712,26.6,53.0,observed,566925,interpolated,4.056974026546722
Jaffna,2010,46,2010-11-13,2010-11-19,9.0,False,False,46.6,46.6,83.42857142857143,90.28571428571428,76.0,28.071428571428573,25.12857142857143,30.642857142857142,33.34285714285714,28.97142857142857,26.542857142857144,61.0,observed,566925,interpolated,1.5875115756052387
Jaffna,2010,47,2010-11-20,2010-11-26,28.0,False,False,168.2,168.2,87.42857142857143,92.28571428571428,81.42857142857143,27.12857142857143,24.65714285714285,29.442857142857143,31.328571428571426,28.17142857142857,25.75714285714286,61.0,observed,566925,interpolated,4.938924901882965
Jaffna,2010,48,2010-11-27,2010-12-03,4.0,False,False,244.2,244.2,88.71428571428571,92.85714285714286,83.85714285714286,26.442857142857143,24.61428571428572,28.27142857142857,30.11428571428572,26.842857142857145,25.457142857142856,63.0,observed,566925,interpolated,0.705560700268995
Jaffna,2010,49,2010-12-04,2010-12-10,20.0,False,False,167.8,167.8,85.71428571428571,90.0,80.42857142857143,26.185714285714287,23.97142857142857,26.4,28.357142857142858,24.77142857142857,25.02857142857143,63.0,observed,566925,interpolated,3.527803501344975
Jaffna,2010,50,2010-12-11,2010-12-17,15.0,False,False,12.1,12.1,84.71428571428571,90.42857142857144,78.71428571428571,27.014285714285712,24.857142857142858,29.857142857142858,32.22857142857143,28.514285714285712,25.914285714285715,51.0,observed,566925,interpolated,2.645852626008731
Jaffna,2010,51,2010-12-18,2010-12-24,15.0,False,False,31.6,31.6,76.85714285714286,84.28571428571429,69.42857142857143,26.47142857142857,24.542857142857144,26.485714285714288,28.15714285714285,25.02857142857143,25.414285714285715,3.0,observed,566925,interpolated,2.645852626008731
Jaffna,2010,52,2010-12-25,2010-12-31,9.0,False,False,52.9,52.9,79.14285714285714,84.28571428571429,75.0,26.071428571428573,24.485714285714288,26.585714285714285,27.7,25.62857142857143,25.228571428571428,51.0,observed,566925,interpolated,1.5875115756052387
Jaffna,2011,1,2011-01-01,2011-01-07,1.0,False,False,171.4,171.4,83.28571428571429,89.28571428571429,77.57142857142857,25.942857142857143,23.928571428571427,26.385714285714283,27.65714285714285,24.914285714285715,24.957142857142856,53.0,observed,575404,interpolated,0.173790936455082
Jaffna,2011,2,2011-01-08,2011-01-14,26.0,False,False,36.2,36.2,81.42857142857143,86.28571428571429,76.85714285714286,25.62857142857143,24.285714285714285,25.914285714285715,26.928571428571427,24.914285714285715,24.957142857142856,3.0,observed,575404,interpolated,4.518564347832132
Jaffna,2011,3,2011-01-15,2011-01-21,9.0,False,False,24.6,24.6,77.71428571428571,83.71428571428571,71.0,25.985714285714288,23.714285714285715,26.32857142857143,28.25714285714286,25.1,24.77142857142857,3.0,observed,575404,interpolated,1.564118428095738
Jaffna,2011,4,2011-01-22,2011-01-28,6.0,False,False,1.7,1.7,71.28571428571429,76.14285714285714,66.14285714285714,26.65714285714285,24.77142857142857,25.942857142857143,27.32857142857143,25.014285714285712,25.571428571428573,2.0,observed,575404,interpolated,1.042745618730492
Jaffna,2011,5,2011-01-29,2011-02-04,10.0,False,False,93.4,93.4,82.57142857142857,87.57142857142857,76.85714285714286,25.87142857142857,24.1,25.842857142857145,27.071428571428573,25.042857142857144,25.02857142857143,53.0,observed,575404,interpolated,1.73790936455082
Jaffna,2011,6,2011-02-05,2011-02-11,10.0,False,False,7.2,7.2,78.42857142857143,83.42857142857143,73.57142857142857,26.1,24.32857142857143,26.27142857142857,27.81428571428572,25.357142857142858,25.1,3.0,observed,575404,interpolated,1.73790936455082
Jaffna,2011,7,2011-02-12,2011-02-18,9.0,False,False,0.0,0.0,75.57142857142857,84.85714285714286,66.14285714285714,27.414285714285715,23.9,28.285714285714285,31.37142857142857,26.3,25.685714285714287,3.0,observed,575404,interpolated,1.564118428095738
Jaffna,2011,8,2011-02-19,2011-02-25,1.0,False,False,7.4,7.4,80.57142857142857,87.42857142857143,72.85714285714286,28.02857142857143,25.31428571428572,30.17142857142857,33.22857142857143,28.557142857142857,26.585714285714285,51.0,observed,575404,interpolated,0.173790936455082
Jaffna,2011,9,2011-02-26,2011-03-04,7.0,False,False,0.6,0.6,72.0,78.71428571428571,64.71428571428571,28.057142857142857,25.47142857142857,28.357142857142858,30.6,27.485714285714288,26.65714285714285,3.0,observed,575404,interpolated,1.216536555185574
Jaffna,2011,10,2011-03-05,2011-03-11,10.0,False,False,0.0,0.0,75.0,87.71428571428571,61.142857142857146,29.228571428571428,24.585714285714285,30.31428571428572,34.55714285714286,28.0,26.75714285714286,3.0,observed,575404,interpolated,1.73790936455082
Jaffna,2011,11,2011-03-12,2011-03-18,3.0,False,False,4.9,4.9,77.42857142857143,84.28571428571429,68.28571428571429,28.75714285714286,25.842857142857145,29.542857142857144,31.82857142857143,28.228571428571428,27.185714285714287,51.0,observed,575404,interpolated,0.521372809365246
Jaffna,2011,12,2011-03-19,2011-03-25,1.0,False,False,1.3,1.3,76.28571428571429,86.71428571428571,63.57142857142857,30.24285714285714,26.12857142857143,32.41428571428572,36.67142857142857,29.914285714285715,28.014285714285712,51.0,observed,575404,interpolated,0.173790936455082
Jaffna,2011,13,2011-03-26,2011-04-01,0.0,False,False,0.0,0.0,72.71428571428571,85.0,58.0,31.31428571428572,26.542857142857144,33.128571428571426,37.971428571428575,30.37142857142857,28.714285714285715,1.0,observed,575404,interpolated,0.0
Jaffna,2011,14,2011-04-02,2011-04-08,2.0,False,False,1.0,1.0,73.85714285714286,85.71428571428571,59.142857142857146,31.357142857142858,26.87142857142857,32.471428571428575,36.57142857142857,30.228571428571428,28.82857142857143,1.0,observed,575404,interpolated,0.347581872910164
Jaffna,2011,15,2011-04-09,2011-04-15,0.0,False,False,5.9,5.9,76.85714285714286,87.0,65.14285714285714,30.6,26.585714285714285,33.2,37.12857142857143,30.9,28.485714285714288,51.0,observed,575404,interpolated,0.0
Jaffna,2011,16,2011-04-16,2011-04-22,3.0,False,False,49.6,49.6,78.85714285714286,87.71428571428571,69.28571428571429,30.228571428571428,26.31428571428572,32.82857142857143,36.81428571428571,30.342857142857145,28.11428571428572,55.0,observed,575404,interpolated,0.521372809365246
Jaffna,2011,17,2011-04-23,2011-04-29,3.0,False,False,101.4,101.4,83.42857142857143,89.42857142857143,76.85714285714286,29.057142857142857,26.25714285714286,31.985714285714288,34.7,30.15714285714285,27.557142857142857,53.0,observed,575404,interpolated,0.521372809365246
Jaffna,2011,18,2011-04-30,2011-05-06,2.0,False,False,7.300000000000001,7.300000000000001,82.85714285714286,88.0,75.85714285714286,30.514285714285712,28.1,32.8,35.74285714285714,31.214285714285715,29.142857142857142,3.0,observed,575404,interpolated,0.347581872910164
Jaffna,2011,19,2011-05-07,2011-05-13,1.0,False,False,0.0,0.0,75.14285714285714,83.42857142857143,65.71428571428571,30.542857142857144,27.97142857142857,30.857142857142858,33.72857142857143,29.142857142857142,28.97142857142857,3.0,observed,575404,interpolated,0.173790936455082
Jaffna,2011,20,2011-05-14,2011-05-20,2.0,False,False,0.0,0.0,76.14285714285714,84.14285714285714,66.28571428571429,30.67142857142857,27.471428571428568,31.5,34.385714285714286,29.82857142857143,28.842857142857145,2.0,observed,575404,interpolated,0.347581872910164
Jaffna,2011,21,2011-05-21,2011-05-27,5.0,False,False,0.4,0.4,78.71428571428571,86.42857142857143,69.0,31.214285714285715,28.02857142857143,32.57142857142857,35.91428571428572,30.52857142857143,29.3,3.0,observed,575404,interpolated,0.86895468227541
Jaffna,2011,22,2011-05-28,2011-06-03,5.0,False,False,2.3,2.3,77.42857142857143,84.42857142857143,68.0,30.74285714285714,28.057142857142857,30.857142857142858,33.34285714285714,29.31428571428572,29.11428571428571,51.0,observed,575404,interpolated,0.86895468227541
Jaffna,2011,23,2011-06-04,2011-06-10,1.0,False,False,2.3,2.3,78.0,84.28571428571429,68.71428571428571,30.74285714285714,28.057142857142857,31.142857142857142,33.7,29.714285714285715,29.071428571428573,3.0,observed,575404,interpolated,0.173790936455082
Jaffna,2011,24,2011-06-11,2011-06-17,5.0,False,False,1.5,1.5,75.42857142857143,81.42857142857143,67.42857142857143,30.571428571428573,28.085714285714285,30.442857142857143,32.457142857142856,29.357142857142858,29.12857142857143,3.0,observed,575404,interpolated,0.86895468227541
Jaffna,2011,25,2011-06-18,2011-06-24,4.0,False,False,0.0,0.0,72.85714285714286,83.28571428571429,61.85714285714285,31.17142857142857,28.071428571428573,31.985714285714288,34.92857142857143,30.2,29.37142857142857,3.0,observed,575404,interpolated,0.695163745820328
Jaffna,2011,26,2011-06-25,2011-07-01,9.0,False,False,2.8,2.8,73.0,83.14285714285714,62.142857142857146,31.557142857142857,28.214285714285715,33.01428571428572,35.9,30.914285714285715,29.62857142857143,3.0,observed,575404,interpolated,1.564118428095738
Jaffna,2011,27,2011-07-02,2011-07-08,8.0,False,False,23.8,23.8,76.71428571428571,85.85714285714286,64.71428571428571,30.87142857142857,27.5,32.48571428571429,35.82857142857143,30.27142857142857,28.857142857142858,51.0,observed,575404,interpolated,1.390327491640656
Jaffna,2011,28,2011-07-09,2011-07-15,6.0,False,False,5.8,5.8,76.71428571428571,83.42857142857143,67.71428571428571,30.31428571428572,27.728571428571428,31.185714285714287,33.6,29.842857142857145,28.77142857142857,51.0,observed,575404,interpolated,1.042745618730492
Jaffna,2011,29,2011-07-16,2011-07-22,4.0,False,False,5.7,5.7,76.85714285714286,83.85714285714286,67.57142857142857,30.0,27.485714285714288,30.31428571428572,32.41428571428572,28.957142857142856,28.52857142857143,51.0,observed,575404,interpolated,0.695163745820328
Jaffna,2011,30,2011-07-23,2011-07-29,5.0,False,False,24.8,24.8,78.85714285714286,86.57142857142857,71.0,29.585714285714285,26.9,30.87142857142857,33.2,29.3,28.17142857142857,51.0,observed,575404,interpolated,0.86895468227541
Jaffna,2011,31,2011-07-30,2011-08-05,5.0,False,False,7.800000000000001,7.800000000000001,77.0,83.42857142857143,68.71428571428571,29.82857142857143,27.25714285714286,29.714285714285715,32.114285714285714,28.142857142857142,28.285714285714285,53.0,observed,575404,interpolated,0.86895468227541
Jaffna,2011,32,2011-08-06,2011-08-12,9.0,False,False,6.5,6.5,77.71428571428571,85.42857142857143,66.42857142857143,30.542857142857144,27.11428571428572,31.442857142857143,34.77142857142857,29.4,28.485714285714288,53.0,observed,575404,interpolated,1.564118428095738
Jaffna,2011,33,2011-08-13,2011-08-19,12.0,False,False,21.2,21.2,77.71428571428571,86.57142857142857,67.57142857142857,30.2,26.87142857142857,32.05714285714286,35.42857142857143,29.8,28.3,51.0,observed,575404,interpolated,2.085491237460984
Jaffna,2011,34,2011-08-20,2011-08-26,7.0,False,False,25.6,25.6,77.85714285714286,85.0,69.42857142857143,29.642857142857142,26.685714285714287,30.32857142857143,33.17142857142857,28.62857142857143,28.057142857142857,53.0,observed,575404,interpolated,1.216536555185574
Jaffna,2011,35,2011-08-27,2011-09-02,16.0,False,False,7.6,7.6,78.42857142857143,84.85714285714286,69.14285714285714,29.714285714285715,27.071428571428573,29.52857142857143,32.285714285714285,28.028571428571432,28.1,3.0,observed,575404,interpolated,2.780654983281312
Jaffna,2011,36,2011-09-03,2011-09-09,3.0,False,False,10.3,10.3,78.0,84.71428571428571,69.0,29.957142857142856,27.3,30.785714285714285,33.3,28.985714285714288,28.357142857142858,51.0,observed,575404,interpolated,0.521372809365246
Jaffna,2011,37,2011-09-10,2011-09-16,6.0,False,False,19.9,19.9,78.42857142857143,84.57142857142857,70.57142857142857,29.542857142857144,27.15714285714285,30.74285714285714,32.785714285714285,29.15714285714285,28.15714285714285,53.0,observed,575404,interpolated,1.042745618730492
Jaffna,2011,38,2011-09-17,2011-09-23,5.0,False,False,11.5,11.5,76.71428571428571,84.14285714285714,66.85714285714286,30.12857142857143,27.285714285714285,30.75714285714286,33.714285714285715,28.928571428571427,28.414285714285715,51.0,observed,575404,interpolated,0.86895468227541
Jaffna,2011,39,2011-09-24,2011-09-30,3.0,False,False,2.3000000000000003,2.3000000000000003,76.71428571428571,85.28571428571429,65.28571428571429,30.857142857142858,27.32857142857143,31.87142857142857,35.528571428571425,29.67142857142857,28.74285714285714,3.0,observed,575404,interpolated,0.521372809365246
Jaffna,2011,40,2011-10-01,2011-10-07,4.0,False,False,9.6,9.6,78.42857142857143,86.71428571428571,67.42857142857143,30.62857142857143,26.914285714285715,32.371428571428574,35.9,30.228571428571428,28.514285714285712,51.0,observed,575404,interpolated,0.695163745820328
Jaffna,2011,41,2011-10-08,2011-10-14,6.0,False,False,27.200000000000003,27.200000000000003,78.85714285714286,87.28571428571429,68.85714285714286,29.728571428571428,26.2,32.285714285714285,35.6,29.957142857142856,27.914285714285715,51.0,observed,575404,interpolated,1.042745618730492
Jaffna,2011,42,2011-10-15,2011-10-21,3.0,False,False,53.1,53.1,82.42857142857143,88.85714285714286,74.85714285714286,29.12857142857143,25.885714285714283,31.9,35.042857142857144,29.485714285714288,27.514285714285712,51.0,observed,575404,interpolated,0.521372809365246
Jaffna,2011,43,2011-10-22,2011-10-28,4.0,False,False,143.3,143.3,86.0,91.42857142857144,78.71428571428571,27.842857142857145,25.214285714285715,30.357142857142858,32.82857142857143,28.65714285714285,26.32857142857143,63.0,observed,575404,interpolated,0.695163745820328
Jaffna,2011,44,2011-10-29,2011-11-04,3.0,False,False,155.0,155.0,88.0,92.57142857142856,83.0,27.12857142857143,24.728571428571428,29.9,31.97142857142857,28.2,25.87142857142857,63.0,observed,575404,interpolated,0.521372809365246
Jaffna,2011,45,2011-11-05,2011-11-11,7.0,False,False,20.3,20.3,78.14285714285714,85.28571428571429,70.71428571428571,27.97142857142857,25.0,29.885714285714283,32.31428571428572,28.27142857142857,26.5,2.0,observed,575404,interpolated,1.216536555185574
Jaffna,2011,46,2011-11-12,2011-11-18,8.0,False,False,41.6,41.6,85.14285714285714,89.57142857142857,79.71428571428571,27.428571428571427,25.057142857142857,29.457142857142856,31.74285714285714,28.27142857142857,26.15714285714285,51.0,observed,575404,interpolated,1.390327491640656
Jaffna,2011,47,2011-11-19,2011-11-25,9.0,False,False,98.5,98.5,84.28571428571429,90.14285714285714,78.42857142857143,27.042857142857144,25.2,27.914285714285715,29.228571428571428,26.928571428571427,26.085714285714285,53.0,observed,575404,interpolated,1.564118428095738
Jaffna,2011,48,2011-11-26,2011-12-02,9.0,False,False,35.7,35.7,85.85714285714286,91.28571428571428,79.28571428571429,27.357142857142858,24.97142857142857,30.228571428571428,32.042857142857144,28.685714285714287,26.12857142857143,55.0,observed,575404,interpolated,1.564118428095738
Jaffna,2011,49,2011-12-03,2011-12-09,10.0,False,False,1.2,1.2,75.71428571428571,83.71428571428571,66.28571428571429,27.842857142857145,24.957142857142856,28.971428571428568,31.457142857142856,27.12857142857143,26.385714285714283,1.0,observed,575404,interpolated,1.73790936455082
Jaffna,2011,50,2011-12-10,2011-12-16,13.0,False,False,41.4,41.4,85.57142857142857,92.14285714285714,79.85714285714286,26.557142857142857,24.6,27.942857142857143,29.642857142857142,26.857142857142858,25.65714285714285,61.0,observed,575404,interpolated,2.259282173916066
Jaffna,2011,51,2011-12-17,2011-12-23,10.0,False,False,35.9,35.9,76.85714285714286,82.28571428571429,71.57142857142857,26.52857142857143,24.785714285714285,25.842857142857145,26.942857142857143,24.942857142857143,25.585714285714285,3.0,observed,575404,interpolated,1.73790936455082
Jaffna,2011,52,2011-12-24,2011-12-30,17.0,False,False,27.3,27.3,75.85714285714286,82.0,68.71428571428571,26.2,24.32857142857143,26.228571428571428,27.52857142857143,24.7,25.25714285714286,3.0,observed,575404,interpolated,2.954445919736394
Jaffna,2012,1,2011-12-31,2012-01-06,14.0,False,False,8.0,8.0,84.71428571428571,91.57142857142856,76.71428571428571,27.428571428571427,24.52857142857143,29.142857142857142,31.61428571428572,27.842857142857145,25.842857142857145,51.0,observed,583882,census,2.3977447497953355
Jaffna,2012,2,2012-01-07,2012-01-13,18.0,False,False,7.899999999999999,7.899999999999999,79.71428571428571,86.28571428571429,72.28571428571429,27.11428571428572,24.65714285714285,27.97142857142857,30.342857142857145,26.6,25.714285714285715,51.0,observed,583882,census,3.0828146783082886
Jaffna,2012,3,2012-01-14,2012-01-20,32.0,False,False,0.0,0.0,66.42857142857143,75.85714285714286,59.142857142857146,26.15714285714285,23.02857142857143,25.24285714285714,27.957142857142856,23.5,24.571428571428573,3.0,observed,583882,census,5.480559428103623
Jaffna,2012,4,2012-01-21,2012-01-27,32.0,False,False,0.1,0.1,65.14285714285714,73.57142857142857,57.285714285714285,26.928571428571427,24.014285714285712,25.67142857142857,28.042857142857144,24.428571428571427,25.285714285714285,3.0,observed,583882,census,5.480559428103623
Jaffna,2012,5,2012-01-28,2012-02-03,8.0,False,False,1.7000000000000002,1.7000000000000002,68.57142857142857,74.71428571428571,61.42857142857143,27.11428571428572,24.52857142857143,25.928571428571427,28.17142857142857,24.6,25.642857142857142,3.0,observed,583882,census,1.3701398570259058
Jaffna,2012,6,2012-02-04,2012-02-10,13.0,False,False,6.1,6.1,78.28571428571429,83.57142857142857,70.85714285714286,27.714285714285715,25.214285714285715,28.571428571428573,30.800000000000004,27.385714285714283,26.24285714285714,51.0,observed,583882,census,2.226477267667097
Jaffna,2012,7,2012-02-11,2012-02-17,6.0,False,False,0.0,0.0,73.85714285714286,82.14285714285714,64.28571428571429,28.37142857142857,25.228571428571428,28.87142857142857,31.728571428571428,27.47142857142857,26.542857142857144,3.0,observed,583882,census,1.0276048927694297
Jaffna,2012,8,2012-02-18,2012-02-24,5.0,False,False,0.0,0.0,71.71428571428571,82.28571428571429,60.0,28.31428571428572,24.7,28.17142857142857,31.142857142857142,26.52857142857143,26.27142857142857,3.0,observed,583882,census,0.8563374106411911
Jaffna,2012,9,2012-02-25,2012-03-02,9.0,False,False,0.0,0.0,73.85714285714286,83.57142857142857,62.285714285714285,29.47142857142857,25.442857142857143,30.27142857142857,33.65714285714286,28.11428571428572,27.3,2.0,observed,583882,census,1.5414073391541443
Jaffna,2012,10,2012-03-03,2012-03-09,16.0,False,False,0.0,0.0,75.28571428571429,87.85714285714286,61.0,30.52857142857143,25.9,31.82857142857143,36.04285714285714,29.228571428571428,27.985714285714288,3.0,observed,583882,census,2.740279714051812
Jaffna,2012,11,2012-03-10,2012-03-16,5.0,False,False,5.7,5.7,76.85714285714286,86.57142857142857,64.71428571428571,29.857142857142858,25.957142857142856,31.17142857142857,35.07142857142857,29.31428571428572,27.61428571428572,51.0,observed,583882,census,0.8563374106411911
Jaffna,2012,12,2012-03-17,2012-03-23,2.0,False,False,0.0,0.0,73.71428571428571,85.57142857142857,60.142857142857146,30.885714285714283,26.414285714285715,32.58571428571428,36.85714285714285,29.985714285714288,28.442857142857143,1.0,observed,583882,census,0.3425349642564764
Jaffna,2012,13,2012-03-24,2012-03-30,7.0,False,False,0.8,0.8,69.0,82.28571428571429,51.85714285714285,31.32857142857143,26.2,31.714285714285715,36.4,29.5,28.428571428571427,0.0,observed,583882,census,1.1988723748976675
Jaffna,2012,14,2012-03-31,2012-04-06,4.0,False,False,0.6,0.6,72.85714285714286,85.71428571428571,58.0,31.442857142857143,26.8,32.785714285714285,36.957142857142856,30.5,28.957142857142856,1.0,observed,583882,census,0.6850699285129529
Jaffna,2012,15,2012-04-07,2012-04-13,9.0,False,False,1.5,1.5,73.28571428571429,84.57142857142857,61.42857142857143,31.357142857142858,27.185714285714287,33.74285714285714,37.67142857142857,31.37142857142857,29.142857142857142,51.0,observed,583882,census,1.5414073391541443
Jaffna,2012,16,2012-04-14,2012-04-20,7.0,False,False,8.2,8.2,76.71428571428571,86.14285714285714,63.85714285714285,31.32857142857143,27.185714285714287,33.371428571428574,36.72857142857144,31.228571428571428,29.085714285714285,51.0,observed,583882,census,1.1988723748976675
Jaffna,2012,17,2012-04-21,2012-04-27,0.0,False,False,35.7,35.7,80.42857142857143,88.57142857142857,70.71428571428571,30.31428571428572,26.857142857142858,32.72857142857143,36.028571428571425,30.557142857142857,28.442857142857143,63.0,observed,583882,census,0.0
Jaffna,2012,18,2012-04-28,2012-05-04,0.0,False,False,2.9,2.9,77.14285714285714,83.28571428571429,69.71428571428571,30.571428571428573,27.928571428571427,31.057142857142857,33.74285714285714,29.62857142857143,29.014285714285712,51.0,observed,583882,census,0.0
Jaffna,2012,19,2012-05-05,2012-05-11,0.0,False,False,0.1,0.1,77.0,85.28571428571429,66.57142857142857,31.428571428571427,27.985714285714288,32.228571428571435,35.77142857142857,30.25714285714286,29.342857142857145,3.0,observed,583882,census,0.0
Jaffna,2012,20,2012-05-12,2012-05-18,0.0,False,False,1.5,1.5,78.42857142857143,86.14285714285714,68.71428571428571,31.242857142857144,28.0,32.114285714285714,35.65714285714286,30.085714285714285,29.285714285714285,51.0,observed,583882,census,0.0
Jaffna,2012,21,2012-05-19,2012-05-25,3.0,False,False,0.0,0.0,79.57142857142857,87.14285714285714,68.28571428571429,31.357142857142858,28.228571428571428,31.571428571428573,34.371428571428574,30.085714285714285,29.457142857142856,3.0,observed,583882,census,0.5138024463847147
Jaffna,2012,22,2012-05-26,2012-06-01,0.0,False,False,0.0,0.0,78.14285714285714,85.57142857142857,68.0,30.942857142857143,28.15714285714285,30.714285714285715,33.31428571428572,29.24285714285714,29.25714285714286,3.0,observed,583882,census,0.0
Jaffna,2012,23,2012-06-02,2012-06-08,0.0,False,False,0.0,0.0,77.0,84.42857142857143,66.85714285714286,31.25714285714286,28.31428571428572,31.571428571428573,34.4,30.02857142857143,29.5,3.0,observed,583882,census,0.0
Jaffna,2012,24,2012-06-09,2012-06-15,1.0,False,False,7.6,7.6,76.14285714285714,83.85714285714286,65.57142857142857,30.8,27.81428571428572,30.97142857142857,33.72857142857143,29.514285714285712,29.02857142857143,3.0,observed,583882,census,0.1712674821282382
Jaffna,2012,25,2012-06-16,2012-06-22,0.0,False,False,0.1,0.1,76.71428571428571,82.85714285714286,67.14285714285714,30.071428571428573,27.52857142857143,29.585714285714285,31.65714285714285,28.442857142857143,28.54285714285714,3.0,observed,583882,census,0.0
Jaffna,2012,26,2012-06-23,2012-06-29,0.0,False,False,0.6,0.6,77.0,84.71428571428571,65.28571428571429,30.428571428571427,27.25714285714286,30.414285714285715,33.27142857142857,28.75714285714286,28.47142857142857,3.0,observed,583882,census,0.0
Jaffna,2012,27,2012-06-30,2012-07-06,0.0,False,False,0.0,0.0,74.85714285714286,83.0,64.57142857142857,30.557142857142857,27.67142857142857,30.27142857142857,32.885714285714286,28.685714285714287,28.77142857142857,3.0,observed,583882,census,0.0
Jaffna,2012,28,2012-07-07,2012-07-13,2.0,False,False,17.400000000000002,17.400000000000002,73.28571428571429,86.28571428571429,60.42857142857143,31.457142857142856,27.485714285714288,32.44285714285714,35.971428571428575,30.228571428571428,29.31428571428572,51.0,observed,583882,census,0.3425349642564764
Jaffna,2012,29,2012-07-14,2012-07-20,1.0,False,False,15.2,15.2,77.28571428571429,86.0,66.42857142857143,30.357142857142858,27.32857142857143,31.985714285714288,34.614285714285714,30.32857142857143,28.61428571428572,3.0,observed,583882,census,0.1712674821282382
Jaffna,2012,30,2012-07-21,2012-07-27,4.0,False,False,2.0,2.0,73.28571428571429,83.0,63.142857142857146,30.885714285714283,27.914285714285715,31.842857142857145,34.58571428571428,30.15714285714285,29.11428571428572,3.0,observed,583882,census,0.6850699285129529
Jaffna,2012,31,2012-07-28,2012-08-03,3.0,False,False,0.0,0.0,75.0,83.71428571428571,63.285714285714285,30.585714285714285,27.5,30.342857142857145,33.41428571428572,28.571428571428573,28.67142857142857,3.0,observed,583882,census,0.5138024463847147
Jaffna,2012,32,2012-08-04,2012-08-10,11.0,False,False,5.5,5.5,75.85714285714286,83.42857142857143,65.0,30.142857142857142,27.25714285714286,29.857142857142858,32.25714285714286,28.457142857142856,28.442857142857143,3.0,observed,583882,census,1.8839423034106209
Jaffna,2012,33,2012-08-11,2012-08-17,6.0,False,False,18.5,18.5,77.57142857142857,84.42857142857143,68.0,29.81428571428572,27.042857142857144,29.9,32.45714285714286,28.457142857142856,28.085714285714285,53.0,observed,583882,census,1.0276048927694297
Jaffna,2012,34,2012-08-18,2012-08-24,7.0,False,False,1.1,1.1,75.14285714285714,82.71428571428571,63.85714285714285,30.32857142857143,27.11428571428572,30.52857142857143,33.6,28.9,28.4,3.0,observed,583882,census,1.1988723748976675
Jaffna,2012,35,2012-08-25,2012-08-31,5.0,False,False,15.9,15.9,75.71428571428571,82.85714285714286,66.42857142857143,30.042857142857144,27.17142857142857,30.057142857142857,32.42857142857143,28.685714285714287,28.4,51.0,observed,583882,census,0.8563374106411911
Jaffna,2012,36,2012-09-01,2012-09-07,10.0,False,False,10.2,10.2,77.57142857142857,84.57142857142857,67.14285714285714,30.24285714285714,27.285714285714285,30.357142857142858,33.08571428571429,28.928571428571427,28.457142857142856,3.0,observed,583882,census,1.712674821282382
Jaffna,2012,37,2012-09-08,2012-09-14,8.0,False,False,7.399999999999999,7.399999999999999,77.42857142857143,85.14285714285714,66.14285714285714,30.228571428571428,27.4,31.228571428571428,33.81428571428571,29.642857142857142,28.5,3.0,observed,583882,census,1.3701398570259058
Jaffna,2012,38,2012-09-15,2012-09-21,6.0,False,False,4.0,4.0,75.42857142857143,84.28571428571429,61.71428571428572,31.071428571428573,27.31428571428572,31.414285714285715,34.98571428571429,29.457142857142856,28.75714285714286,3.0,observed,583882,census,1.0276048927694297
Jaffna,2012,39,2012-09-22,2012-09-28,17.0,False,False,13.1,13.1,74.0,83.14285714285714,61.71428571428572,30.842857142857145,27.2,31.071428571428573,34.285714285714285,29.071428571428573,28.7,3.0,observed,583882,census,2.91154719618005
Jaffna,2012,40,2012-09-29,2012-10-05,7.0,False,False,10.2,10.2,75.85714285714286,84.14285714285714,65.57142857142857,30.042857142857144,26.9,30.414285714285715,33.34285714285714,28.728571428571428,28.27142857142857,1.0,observed,583882,census,1.1988723748976675
Jaffna,2012,41,2012-10-06,2012-10-12,49.0,False,False,26.0,26.0,78.28571428571429,86.85714285714286,67.71428571428571,30.414285714285715,26.428571428571427,32.51428571428571,36.32857142857143,29.87142857142857,28.27142857142857,53.0,observed,583882,census,8.392106624283674
Jaffna,2012,42,2012-10-13,2012-10-19,50.0,False,False,127.3,127.3,85.85714285714286,91.71428571428572,79.71428571428571,27.75714285714286,25.02857142857143,30.1,32.48571428571429,28.514285714285712,26.214285714285715,61.0,observed,583882,census,8.563374106411912
Jaffna,2012,43,2012-10-20,2012-10-26,17.0,False,False,85.5,85.5,85.57142857142857,91.0,79.28571428571429,27.957142857142856,25.12857142857143,30.3,32.857142857142854,28.557142857142857,26.5,63.0,observed,583882,census,2.91154719618005
